id,content
LUK 15:23,"καὶ  φέρετε  τὸν  μόσχον  τὸν  σιτευτόν, θύσατε, καὶ  φαγόντες  εὐφρανθῶμεν,"
LUK 15:24,"ὅτι  οὗτος  ὁ  υἱός  μου  νεκρὸς  ἦν  καὶ  ἀνέζησεν, ἦν  ἀπολωλὼς  καὶ  εὑρέθη. καὶ  ἤρξαντο  εὐφραίνεσθαι."
LUK 15:25,"ἦν  δὲ  ὁ  υἱὸς  αὐτοῦ  ὁ  πρεσβύτερος  ἐν  ἀγρῷ· καὶ  ὡς  ἐρχόμενος  ἤγγισεν  τῇ  οἰκίᾳ, ἤκουσεν  συμφωνίας  καὶ  χορῶν,"
LUK 15:26,καὶ  προσκαλεσάμενος  ἕνα  τῶν  παίδων  ἐπυνθάνετο  τί  ἂν  εἴη  ταῦτα.
LUK 15:27,"ὁ  δὲ  εἶπεν  αὐτῷ  ὅτι  Ὁ  ἀδελφός  σου  ἥκει, καὶ  ἔθυσεν  ὁ  πατήρ  σου  τὸν  μόσχον  τὸν  σιτευτόν, ὅτι  ὑγιαίνοντα  αὐτὸν  ἀπέλαβεν."
LUK 15:28,ὠργίσθη  δὲ  καὶ  οὐκ  ἤθελεν  εἰσελθεῖν· ὁ  δὲ  πατὴρ  αὐτοῦ  ἐξελθὼν  παρεκάλει  αὐτόν.
LUK 15:29,"ὁ  δὲ  ἀποκριθεὶς  εἶπεν  τῷ  πατρὶ  Ἰδοὺ  τοσαῦτα  ἔτη  δουλεύω  σοι  καὶ  οὐδέποτε  ἐντολήν  σου  παρῆλθον, καὶ  ἐμοὶ  οὐδέποτε  ἔδωκας  ἔριφον  ἵνα  μετὰ  τῶν  φίλων  μου  εὐφρανθῶ·"
LUK 15:3,εἶπεν  δὲ  πρὸς  αὐτοὺς  τὴν  παραβολὴν  ταύτην  λέγων
LUK 15:30,"ὅτε  δὲ  ὁ  υἱός  σου  οὗτος  ὁ  καταφαγών  σου  τὸν  βίον  μετὰ  πορνῶν  ἦλθεν, ἔθυσας  αὐτῷ  τὸν  σιτευτὸν  μόσχον."
LUK 15:31,"ὁ  δὲ  εἶπεν  αὐτῷ  Τέκνον, σὺ  πάντοτε  μετ’  ἐμοῦ  εἶ, καὶ  πάντα  τὰ  ἐμὰ  σά  ἐστιν·"
LUK 15:32,"εὐφρανθῆναι  δὲ  καὶ  χαρῆναι  ἔδει, ὅτι  ὁ  ἀδελφός  σου  οὗτος  νεκρὸς  ἦν  καὶ  ἔζησεν, καὶ  ἀπολωλὼς  καὶ  εὑρέθη."
LUK 15:4,Τίς  ἄνθρωπος  ἐξ  ὑμῶν  ἔχων  ἑκατὸν  πρόβατα  καὶ  ἀπολέσας  ἐξ  αὐτῶν  ἓν  οὐ  καταλείπει  τὰ  ἐνενήκοντα  ἐννέα  ἐν  τῇ  ἐρήμῳ  καὶ  πορεύεται  ἐπὶ  τὸ  ἀπολωλὸς  ἕως  εὕρῃ  αὐτό;
LUK 15:5,"καὶ  εὑρὼν  ἐπιτίθησιν  ἐπὶ  τοὺς  ὤμους  αὐτοῦ  χαίρων,"
LUK 15:6,"καὶ  ἐλθὼν  εἰς  τὸν  οἶκον  συνκαλεῖ  τοὺς  φίλους  καὶ  τοὺς  γείτονας, λέγων  αὐτοῖς  Συνχάρητέ  μοι, ὅτι  εὗρον  τὸ  πρόβατόν  μου  τὸ  ἀπολωλός."
LUK 15:7,λέγω  ὑμῖν  ὅτι  οὕτως  χαρὰ  ἐν  τῷ  οὐρανῷ  ἔσται  ἐπὶ  ἑνὶ  ἁμαρτωλῷ  μετανοοῦντι  ἢ  ἐπὶ  ἐνενήκοντα  ἐννέα  δικαίοις  οἵτινες  οὐ  χρείαν  ἔχουσιν  μετανοίας.
LUK 15:8,"Ἢ  τίς  γυνὴ  δραχμὰς  ἔχουσα  δέκα, ἐὰν  ἀπολέσῃ  δραχμὴν  μίαν, οὐχὶ  ἅπτει  λύχνον  καὶ  σαροῖ  τὴν  οἰκίαν  καὶ  ζητεῖ  ἐπιμελῶς  ἕως  οὗ  εὕρῃ;"
LUK 15:9,"καὶ  εὑροῦσα  συνκαλεῖ  τὰς  φίλας  καὶ  γείτονας  λέγουσα  Συνχάρητέ  μοι, ὅτι  εὗρον  τὴν  δραχμὴν  ἣν  ἀπώλεσα."
LUK 16:1,"Ἔλεγεν  δὲ  καὶ  πρὸς  τοὺς  μαθητάς  Ἄνθρωπός  τις  ἦν  πλούσιος  ὃς  εἶχεν  οἰκονόμον, καὶ  οὗτος  διεβλήθη  αὐτῷ  ὡς  διασκορπίζων  τὰ  ὑπάρχοντα  αὐτοῦ."
LUK 16:10,"ὁ  πιστὸς  ἐν  ἐλαχίστῳ  καὶ  ἐν  πολλῷ  πιστός  ἐστιν, καὶ  ὁ  ἐν  ἐλαχίστῳ  ἄδικος  καὶ  ἐν  πολλῷ  ἄδικός  ἐστιν."
LUK 16:11,"εἰ  οὖν  ἐν  τῷ  ἀδίκῳ  μαμωνᾷ  πιστοὶ  οὐκ  ἐγένεσθε, τὸ  ἀληθινὸν  τίς  ὑμῖν  πιστεύσει;"
LUK 16:12,"καὶ  εἰ  ἐν  τῷ  ἀλλοτρίῳ  πιστοὶ  οὐκ  ἐγένεσθε, τὸ  ἡμέτερον  τίς  δώσει  ὑμῖν;"
LUK 16:13,"Οὐδεὶς  οἰκέτης  δύναται  δυσὶ  κυρίοις  δουλεύειν· ἢ  γὰρ  τὸν  ἕνα  μισήσει  καὶ  τὸν  ἕτερον  ἀγαπήσει, ἢ  ἑνὸς  ἀνθέξεται  καὶ  τοῦ  ἑτέρου  καταφρονήσει. οὐ  δύνασθε  Θεῷ  δουλεύειν  καὶ  μαμωνᾷ."
LUK 16:14,"Ἤκουον  δὲ  ταῦτα  πάντα  οἱ  Φαρισαῖοι  φιλάργυροι  ὑπάρχοντες, καὶ  ἐξεμυκτήριζον  αὐτόν."
LUK 16:15,"καὶ  εἶπεν  αὐτοῖς  Ὑμεῖς  ἐστε  οἱ  δικαιοῦντες  ἑαυτοὺς  ἐνώπιον  τῶν  ἀνθρώπων, ὁ  δὲ  Θεὸς  γινώσκει  τὰς  καρδίας  ὑμῶν· ὅτι  τὸ  ἐν  ἀνθρώποις  ὑψηλὸν  βδέλυγμα  ἐνώπιον  τοῦ  Θεοῦ."
LUK 16:16,Ὁ  νόμος  καὶ  οἱ  προφῆται  μέχρι  Ἰωάνου· ἀπὸ  τότε  ἡ  βασιλεία  τοῦ  Θεοῦ  εὐαγγελίζεται  καὶ  πᾶς  εἰς  αὐτὴν  βιάζεται.
LUK 16:17,εὐκοπώτερον  δέ  ἐστιν  τὸν  οὐρανὸν  καὶ  τὴν  γῆν  παρελθεῖν  ἢ  τοῦ  νόμου  μίαν  κεραίαν  πεσεῖν.
LUK 16:18,"Πᾶς  ὁ  ἀπολύων  τὴν  γυναῖκα  αὐτοῦ  καὶ  γαμῶν  ἑτέραν  μοιχεύει, καὶ  ὁ  ἀπολελυμένην  ἀπὸ  ἀνδρὸς  γαμῶν  μοιχεύει."
LUK 16:19,"Ἄνθρωπος  δέ  τις  ἦν  πλούσιος, καὶ  ἐνεδιδύσκετο  πορφύραν  καὶ  βύσσον  εὐφραινόμενος  καθ’  ἡμέραν  λαμπρῶς."
LUK 16:2,καὶ  φωνήσας  αὐτὸν  εἶπεν  αὐτῷ  Τί  τοῦτο  ἀκούω  περὶ  σοῦ; ἀπόδος  τὸν  λόγον  τῆς  οἰκονομίας  σου· οὐ  γὰρ  δύνῃ  ἔτι  οἰκονομεῖν.
LUK 16:20,πτωχὸς  δέ  τις  ὀνόματι  Λάζαρος  ἐβέβλητο  πρὸς  τὸν  πυλῶνα  αὐτοῦ  εἱλκωμένος
LUK 16:21,καὶ  ἐπιθυμῶν  χορτασθῆναι  ἀπὸ  τῶν  πιπτόντων  ἀπὸ  τῆς  τραπέζης  τοῦ  πλουσίου· ἀλλὰ  καὶ  οἱ  κύνες  ἐρχόμενοι  ἐπέλειχον  τὰ  ἕλκη  αὐτοῦ.
LUK 16:22,ἐγένετο  δὲ  ἀποθανεῖν  τὸν  πτωχὸν  καὶ  ἀπενεχθῆναι  αὐτὸν  ὑπὸ  τῶν  ἀγγέλων  εἰς  τὸν  κόλπον  Ἀβραάμ· ἀπέθανεν  δὲ  καὶ  ὁ  πλούσιος  καὶ  ἐτάφη.
LUK 16:23,"καὶ  ἐν  τῷ  Ἅιδῃ  ἐπάρας  τοὺς  ὀφθαλμοὺς  αὐτοῦ, ὑπάρχων  ἐν  βασάνοις, ὁρᾷ  Ἀβραὰμ  ἀπὸ  μακρόθεν  καὶ  Λάζαρον  ἐν  τοῖς  κόλποις  αὐτοῦ."
LUK 16:24,"καὶ  αὐτὸς  φωνήσας  εἶπεν  Πάτερ  Ἀβραάμ, ἐλέησόν  με  καὶ  πέμψον  Λάζαρον  ἵνα  βάψῃ  τὸ  ἄκρον  τοῦ  δακτύλου  αὐτοῦ  ὕδατος  καὶ  καταψύξῃ  τὴν  γλῶσσάν  μου, ὅτι  ὀδυνῶμαι  ἐν  τῇ  φλογὶ  ταύτῃ."
LUK 16:25,"εἶπεν  δὲ  Ἀβραάμ  Τέκνον, μνήσθητι  ὅτι  ἀπέλαβες  τὰ  ἀγαθά  σου  ἐν  τῇ  ζωῇ  σου, καὶ  Λάζαρος  ὁμοίως  τὰ  κακά· νῦν  δὲ  ὧδε  παρακαλεῖται  σὺ  δὲ  ὀδυνᾶσαι."
LUK 16:26,"καὶ  ἐν  πᾶσι  τούτοις  μεταξὺ  ἡμῶν  καὶ  ὑμῶν  χάσμα  μέγα  ἐστήρικται, ὅπως  οἱ  θέλοντες  διαβῆναι  ἔνθεν  πρὸς  ὑμᾶς  μὴ  δύνωνται, μηδὲ  ἐκεῖθεν  πρὸς  ἡμᾶς  διαπερῶσιν."
LUK 16:27,"εἶπεν  δέ  Ἐρωτῶ  σε  οὖν, πάτερ, ἵνα  πέμψῃς  αὐτὸν  εἰς  τὸν  οἶκον  τοῦ  πατρός  μου·"
LUK 16:28,"ἔχω  γὰρ  πέντε  ἀδελφούς· ὅπως  διαμαρτύρηται  αὐτοῖς, ἵνα  μὴ  καὶ  αὐτοὶ  ἔλθωσιν  εἰς  τὸν  τόπον  τοῦτον  τῆς  βασάνου."
LUK 16:29,λέγει  δὲ  Ἀβραάμ  Ἔχουσι  Μωϋσέα  καὶ  τοὺς  προφήτας· ἀκουσάτωσαν  αὐτῶν.
LUK 16:3,"εἶπεν  δὲ  ἐν  ἑαυτῷ  ὁ  οἰκονόμος  Τί  ποιήσω, ὅτι  ὁ  κύριός  μου  ἀφαιρεῖται  τὴν  οἰκονομίαν  ἀπ’  ἐμοῦ; σκάπτειν  οὐκ  ἰσχύω, ἐπαιτεῖν  αἰσχύνομαι."
LUK 16:30,"ὁ  δὲ  εἶπεν  Οὐχί, πάτερ  Ἀβραάμ, ἀλλ’  ἐάν  τις  ἀπὸ  νεκρῶν  πορευθῇ  πρὸς  αὐτοὺς, μετανοήσουσιν."
LUK 16:31,"εἶπεν  δὲ  αὐτῷ  Εἰ  Μωϋσέως  καὶ  τῶν  προφητῶν  οὐκ  ἀκούουσιν, οὐδὲ  ἐάν  τις  ἐκ  νεκρῶν  ἀναστῇ  πεισθήσονται."
LUK 16:4,"ἔγνων  τί  ποιήσω, ἵνα  ὅταν  μετασταθῶ  ἐκ  τῆς  οἰκονομίας  δέξωνταί  με  εἰς  τοὺς  οἴκους  ἑαυτῶν."
LUK 16:5,καὶ  προσκαλεσάμενος  ἕνα  ἕκαστον  τῶν  χρεοφειλετῶν  τοῦ  κυρίου  ἑαυτοῦ  ἔλεγεν  τῷ  πρώτῳ  Πόσον  ὀφείλεις  τῷ  κυρίῳ  μου;
LUK 16:6,ὁ  δὲ  εἶπεν  Ἑκατὸν  βάτους  ἐλαίου. ὁ  δὲ  εἶπεν  αὐτῷ  Δέξαι  σου  τὰ  γράμματα  καὶ  καθίσας  ταχέως  γράψον  πεντήκοντα.
LUK 16:7,ἔπειτα  ἑτέρῳ  εἶπεν  Σὺ  δὲ  πόσον  ὀφείλεις; ὁ  δὲ  εἶπεν  Ἑκατὸν  κόρους  σίτου. λέγει  αὐτῷ  Δέξαι  σου  τὰ  γράμματα  καὶ  γράψον  ὀγδοήκοντα.
LUK 16:8,καὶ  ἐπῄνεσεν  ὁ  κύριος  τὸν  οἰκονόμον  τῆς  ἀδικίας  ὅτι  φρονίμως  ἐποίησεν· ὅτι  οἱ  υἱοὶ  τοῦ  αἰῶνος  τούτου  φρονιμώτεροι  ὑπὲρ  τοὺς  υἱοὺς  τοῦ  φωτὸς  εἰς  τὴν  γενεὰν  τὴν  ἑαυτῶν  εἰσιν.
LUK 16:9,"Καὶ  ἐγὼ  ὑμῖν  λέγω, ἑαυτοῖς  ποιήσατε  φίλους  ἐκ  τοῦ  μαμωνᾶ  τῆς  ἀδικίας, ἵνα  ὅταν  ἐκλίπῃ  δέξωνται  ὑμᾶς  εἰς  τὰς  αἰωνίους  σκηνάς."
LUK 17:1,"Εἶπεν  δὲ  πρὸς  τοὺς  μαθητὰς  αὐτοῦ  Ἀνένδεκτόν  ἐστιν  τοῦ  τὰ  σκάνδαλα  μὴ  ἐλθεῖν, οὐαὶ  δὲ  δι’  οὗ  ἔρχεται·"
LUK 17:10,"οὕτως  καὶ  ὑμεῖς, ὅταν  ποιήσητε  πάντα  τὰ  διαταχθέντα  ὑμῖν, λέγετε  ὅτι  Δοῦλοι  ἀχρεῖοί  ἐσμεν, ὃ  ὠφείλομεν  ποιῆσαι  πεποιήκαμεν."
LUK 17:11,"Καὶ  ἐγένετο  ἐν  τῷ  πορεύεσθαι  εἰς  Ἱερουσαλὴμ, καὶ  αὐτὸς  διήρχετο  διὰ  μέσον  Σαμαρίας  καὶ  Γαλιλαίας."
LUK 17:12,"καὶ  εἰσερχομένου  αὐτοῦ  εἴς  τινα  κώμην  ἀπήντησαν  δέκα  λεπροὶ  ἄνδρες, οἳ  ἔστησαν  πόρρωθεν,"
LUK 17:13,"καὶ  αὐτοὶ  ἦραν  φωνὴν  λέγοντες  Ἰησοῦ  Ἐπιστάτα, ἐλέησον  ἡμᾶς."
LUK 17:14,καὶ  ἰδὼν  εἶπεν  αὐτοῖς  Πορευθέντες  ἐπιδείξατε  ἑαυτοὺς  τοῖς  ἱερεῦσιν. καὶ  ἐγένετο  ἐν  τῷ  ὑπάγειν  αὐτοὺς  ἐκαθαρίσθησαν.
LUK 17:15,"εἷς  δὲ  ἐξ  αὐτῶν, ἰδὼν  ὅτι  ἰάθη, ὑπέστρεψεν  μετὰ  φωνῆς  μεγάλης  δοξάζων  τὸν  Θεόν,"
LUK 17:16,καὶ  ἔπεσεν  ἐπὶ  πρόσωπον  παρὰ  τοὺς  πόδας  αὐτοῦ  εὐχαριστῶν  αὐτῷ· καὶ  αὐτὸς  ἦν  Σαμαρείτης.
LUK 17:17,ἀποκριθεὶς  δὲ  ὁ  Ἰησοῦς  εἶπεν  Οὐχ  οἱ  δέκα  ἐκαθαρίσθησαν; οἱ  δὲ  ἐννέα  ποῦ;
LUK 17:18,οὐχ  εὑρέθησαν  ὑποστρέψαντες  δοῦναι  δόξαν  τῷ  Θεῷ  εἰ  μὴ  ὁ  ἀλλογενὴς  οὗτος;
LUK 17:19,καὶ  εἶπεν  αὐτῷ  Ἀναστὰς  πορεύου· ἡ  πίστις  σου  σέσωκέν  σε.
LUK 17:2,"λυσιτελεῖ  αὐτῷ  εἰ  λίθος  μυλικὸς  περίκειται  περὶ  τὸν  τράχηλον  αὐτοῦ  καὶ  ἔρριπται  εἰς  τὴν  θάλασσαν, ἢ  ἵνα  σκανδαλίσῃ  τῶν  μικρῶν  τούτων  ἕνα."
LUK 17:20,"Ἐπερωτηθεὶς  δὲ  ὑπὸ  τῶν  Φαρισαίων  πότε  ἔρχεται  ἡ  βασιλεία  τοῦ  Θεοῦ, ἀπεκρίθη  αὐτοῖς  καὶ  εἶπεν  Οὐκ  ἔρχεται  ἡ  βασιλεία  τοῦ  Θεοῦ  μετὰ  παρατηρήσεως,"
LUK 17:21,οὐδὲ  ἐροῦσιν  Ἰδοὺ  ὧδε  ἤ  Ἐκεῖ· ἰδοὺ  γὰρ  ἡ  βασιλεία  τοῦ  Θεοῦ  ἐντὸς  ὑμῶν  ἐστιν.
LUK 17:22,Εἶπεν  δὲ  πρὸς  τοὺς  μαθητάς  Ἐλεύσονται  ἡμέραι  ὅτε  ἐπιθυμήσετε  μίαν  τῶν  ἡμερῶν  τοῦ  Υἱοῦ  τοῦ  ἀνθρώπου  ἰδεῖν  καὶ  οὐκ  ὄψεσθε.
LUK 17:23,"καὶ  ἐροῦσιν  ὑμῖν  Ἰδοὺ  ἐκεῖ, Ἰδοὺ  ὧδε· μὴ  ἀπέλθητε  μηδὲ  διώξητε."
LUK 17:24,"ὥσπερ  γὰρ  ἡ  ἀστραπὴ  ἀστράπτουσα  ἐκ  τῆς  ὑπὸ  τὸν  οὐρανὸν  εἰς  τὴν  ὑπ’  οὐρανὸν  λάμπει, οὕτως  ἔσται  ὁ  Υἱὸς  τοῦ  ἀνθρώπου  ἐν  τῇ  ἡμέρᾳ  αὐτοῦ."
LUK 17:25,πρῶτον  δὲ  δεῖ  αὐτὸν  πολλὰ  παθεῖν  καὶ  ἀποδοκιμασθῆναι  ἀπὸ  τῆς  γενεᾶς  ταύτης.
LUK 17:26,"καὶ  καθὼς  ἐγένετο  ἐν  ταῖς  ἡμέραις  Νῶε, οὕτως  ἔσται  καὶ  ἐν  ταῖς  ἡμέραις  τοῦ  Υἱοῦ  τοῦ  ἀνθρώπου·"
LUK 17:27,"ἤσθιον, ἔπινον, ἐγάμουν, ἐγαμίζοντο, ἄχρι  ἧς  ἡμέρας  εἰσῆλθεν  Νῶε  εἰς  τὴν  κιβωτόν, καὶ  ἦλθεν  ὁ  κατακλυσμὸς  καὶ  ἀπώλεσεν  πάντας."
LUK 17:28,"ὁμοίως  καθὼς  ἐγένετο  ἐν  ταῖς  ἡμέραις  Λώτ· ἤσθιον, ἔπινον, ἠγόραζον, ἐπώλουν, ἐφύτευον, ᾠκοδόμουν·"
LUK 17:29,"ᾗ  δὲ  ἡμέρᾳ  ἐξῆλθεν  Λὼτ  ἀπὸ  Σοδόμων, ἔβρεξεν  πῦρ  καὶ  θεῖον  ἀπ’  οὐρανοῦ  καὶ  ἀπώλεσεν  πάντας."
LUK 17:3,"προσέχετε  ἑαυτοῖς. ἐὰν  ἁμάρτῃ  ὁ  ἀδελφός  σου, ἐπιτίμησον  αὐτῷ, καὶ  ἐὰν  μετανοήσῃ, ἄφες  αὐτῷ."
LUK 17:30,κατὰ  τὰ  αὐτὰ  ἔσται  ᾗ  ἡμέρᾳ  ὁ  Υἱὸς  τοῦ  ἀνθρώπου  ἀποκαλύπτεται.
LUK 17:31,"ἐν  ἐκείνῃ  τῇ  ἡμέρᾳ  ὃς  ἔσται  ἐπὶ  τοῦ  δώματος  καὶ  τὰ  σκεύη  αὐτοῦ  ἐν  τῇ  οἰκίᾳ, μὴ  καταβάτω  ἆραι  αὐτά, καὶ  ὁ  ἐν  ἀγρῷ  ὁμοίως  μὴ  ἐπιστρεψάτω  εἰς  τὰ  ὀπίσω."
LUK 17:32,μνημονεύετε  τῆς  γυναικὸς  Λώτ.
LUK 17:33,"ὃς  ἐὰν  ζητήσῃ  τὴν  ψυχὴν  αὐτοῦ  περιποιήσασθαι, ἀπολέσει  αὐτήν, καὶ  ὃς  ἂν  ἀπολέσει, ζωογονήσει  αὐτήν."
LUK 17:34,"λέγω  ὑμῖν, ταύτῃ  τῇ  νυκτὶ  ἔσονται  δύο  ἐπὶ  κλίνης  μιᾶς, ὁ  εἷς  παραλημφθήσεται  καὶ  ὁ  ἕτερος  ἀφεθήσεται·"
LUK 17:35,"ἔσονται  δύο  ἀλήθουσαι  ἐπὶ  τὸ  αὐτό, ἡ  μία  παραλημφθήσεται  ἡ  δὲ  ἑτέρα  ἀφεθήσεται."
LUK 17:37,"καὶ  ἀποκριθέντες  λέγουσιν  αὐτῷ  Ποῦ, Κύριε; ὁ  δὲ  εἶπεν  αὐτοῖς  Ὅπου  τὸ  σῶμα, ἐκεῖ  καὶ  οἱ  ἀετοὶ  ἐπισυναχθήσονται."
LUK 17:4,"καὶ  ἐὰν  ἑπτάκις  τῆς  ἡμέρας  ἁμαρτήσῃ  εἰς  σὲ  καὶ  ἑπτάκις  ἐπιστρέψῃ  πρὸς  σὲ  λέγων  Μετανοῶ, ἀφήσεις  αὐτῷ."
LUK 17:5,Καὶ  εἶπαν  οἱ  ἀπόστολοι  τῷ  Κυρίῳ  Πρόσθες  ἡμῖν  πίστιν.
LUK 17:6,"εἶπεν  δὲ  ὁ  Κύριος  Εἰ  ἔχετε  πίστιν  ὡς  κόκκον  σινάπεως, ἐλέγετε  ἂν  τῇ  συκαμίνῳ  ταύτῃ  Ἐκριζώθητι  καὶ  φυτεύθητι  ἐν  τῇ  θαλάσσῃ· καὶ  ὑπήκουσεν  ἂν  ὑμῖν."
LUK 17:7,"Τίς  δὲ  ἐξ  ὑμῶν  δοῦλον  ἔχων  ἀροτριῶντα  ἢ  ποιμαίνοντα, ὃς  εἰσελθόντι  ἐκ  τοῦ  ἀγροῦ  ἐρεῖ  αὐτῷ  Εὐθέως  παρελθὼν  ἀνάπεσε,"
LUK 17:8,"ἀλλ’  οὐχὶ  ἐρεῖ  αὐτῷ  Ἑτοίμασον  τί  δειπνήσω, καὶ  περιζωσάμενος  διακόνει  μοι  ἕως  φάγω  καὶ  πίω, καὶ  μετὰ  ταῦτα  φάγεσαι  καὶ  πίεσαι  σύ;"
LUK 17:9,μὴ  ἔχει  χάριν  τῷ  δούλῳ  ὅτι  ἐποίησεν  τὰ  διαταχθέντα;
LUK 18:1,"Ἔλεγεν  δὲ  παραβολὴν  αὐτοῖς  πρὸς  τὸ  δεῖν  πάντοτε  προσεύχεσθαι  αὐτοὺς  καὶ  μὴ  ἐνκακεῖν,"
LUK 18:10,"Ἄνθρωποι  δύο  ἀνέβησαν  εἰς  τὸ  ἱερὸν  προσεύξασθαι, ὁ  εἷς  Φαρισαῖος  καὶ  ὁ  ἕτερος  τελώνης."
LUK 18:11,"ὁ  Φαρισαῖος  σταθεὶς  ταῦτα  πρὸς  ἑαυτὸν  προσηύχετο  Ὁ  Θεός, εὐχαριστῶ  σοι  ὅτι  οὐκ  εἰμὶ  ὥσπερ  οἱ  λοιποὶ  τῶν  ἀνθρώπων, ἅρπαγες, ἄδικοι, μοιχοί, ἢ  καὶ  ὡς  οὗτος  ὁ  τελώνης·"
LUK 18:12,"νηστεύω  δὶς  τοῦ  σαββάτου, ἀποδεκατεύω  πάντα  ὅσα  κτῶμαι."
LUK 18:13,"ὁ  δὲ  τελώνης  μακρόθεν  ἑστὼς  οὐκ  ἤθελεν  οὐδὲ  τοὺς  ὀφθαλμοὺς  ἐπᾶραι  εἰς  τὸν  οὐρανόν, ἀλλ’  ἔτυπτεν  τὸ  στῆθος  αὐτοῦ  λέγων  Ὁ  Θεός, ἱλάσθητί  μοι  τῷ  ἁμαρτωλῷ."
LUK 18:14,"λέγω  ὑμῖν, κατέβη  οὗτος  δεδικαιωμένος  εἰς  τὸν  οἶκον  αὐτοῦ  παρ’  ἐκεῖνον· ὅτι  πᾶς  ὁ  ὑψῶν  ἑαυτὸν  ταπεινωθήσεται, ὁ  δὲ  ταπεινῶν  ἑαυτὸν  ὑψωθήσεται."
LUK 18:15,Προσέφερον  δὲ  αὐτῷ  καὶ  τὰ  βρέφη  ἵνα  αὐτῶν  ἅπτηται· ἰδόντες  δὲ  οἱ  μαθηταὶ  ἐπετίμων  αὐτοῖς.
LUK 18:16,ὁ  δὲ  Ἰησοῦς  προσεκαλέσατο  αὐτὰ  λέγων  Ἄφετε  τὰ  παιδία  ἔρχεσθαι  πρός  με  καὶ  μὴ  κωλύετε  αὐτά· τῶν  γὰρ  τοιούτων  ἐστὶν  ἡ  βασιλεία  τοῦ  Θεοῦ.
LUK 18:17,"ἀμὴν  λέγω  ὑμῖν, ὃς  ἂν  μὴ  δέξηται  τὴν  βασιλείαν  τοῦ  Θεοῦ  ὡς  παιδίον, οὐ  μὴ  εἰσέλθῃ  εἰς  αὐτήν."
LUK 18:18,"Καὶ  ἐπηρώτησέν  τις  αὐτὸν  ἄρχων  λέγων  Διδάσκαλε  ἀγαθέ, τί  ποιήσας  ζωὴν  αἰώνιον  κληρονομήσω;"
LUK 18:19,εἶπεν  δὲ  αὐτῷ  ὁ  Ἰησοῦς  Τί  με  λέγεις  ἀγαθόν; οὐδεὶς  ἀγαθὸς  εἰ  μὴ  εἷς  ὁ  Θεός.
LUK 18:2,λέγων  Κριτής  τις  ἦν  ἔν  τινι  πόλει  τὸν  Θεὸν  μὴ  φοβούμενος  καὶ  ἄνθρωπον  μὴ  ἐντρεπόμενος.
LUK 18:20,"τὰς  ἐντολὰς  οἶδας  Μὴ  μοιχεύσῃς, Μὴ  φονεύσῃς, Μὴ  κλέψῃς, Μὴ  ψευδομαρτυρήσῃς, Τίμα  τὸν  πατέρα  σου  καὶ  τὴν  μητέρα."
LUK 18:21,ὁ  δὲ  εἶπεν  Ταῦτα  πάντα  ἐφύλαξα  ἐκ  νεότητος.
LUK 18:22,"ἀκούσας  δὲ  ὁ  Ἰησοῦς  εἶπεν  αὐτῷ  Ἔτι  ἕν  σοι  λείπει· πάντα  ὅσα  ἔχεις  πώλησον  καὶ  διάδος  πτωχοῖς, καὶ  ἕξεις  θησαυρὸν  ἐν  τοῖς  οὐρανοῖς, καὶ  δεῦρο  ἀκολούθει  μοι."
LUK 18:23,"ὁ  δὲ  ἀκούσας  ταῦτα  περίλυπος  ἐγενήθη, ἦν  γὰρ  πλούσιος  σφόδρα."
LUK 18:24,ἰδὼν  δὲ  αὐτὸν  ὁ  Ἰησοῦς  εἶπεν  Πῶς  δυσκόλως  οἱ  τὰ  χρήματα  ἔχοντες  εἰς  τὴν  βασιλείαν  τοῦ  Θεοῦ  εἰσπορεύονται·
LUK 18:25,εὐκοπώτερον  γάρ  ἐστιν  κάμηλον  διὰ  τρήματος  βελόνης  εἰσελθεῖν  ἢ  πλούσιον  εἰς  τὴν  βασιλείαν  τοῦ  Θεοῦ  εἰσελθεῖν.
LUK 18:26,εἶπαν  δὲ  οἱ  ἀκούσαντες  Καὶ  τίς  δύναται  σωθῆναι;
LUK 18:27,ὁ  δὲ  εἶπεν  Τὰ  ἀδύνατα  παρὰ  ἀνθρώποις  δυνατὰ  παρὰ  τῷ  Θεῷ  ἐστιν.
LUK 18:28,Εἶπεν  δὲ  ὁ  Πέτρος  Ἰδοὺ  ἡμεῖς  ἀφέντες  τὰ  ἴδια  ἠκολουθήσαμέν  σοι.
LUK 18:29,"ὁ  δὲ  εἶπεν  αὐτοῖς  Ἀμὴν  λέγω  ὑμῖν  ὅτι  οὐδείς  ἐστιν  ὃς  ἀφῆκεν  οἰκίαν  ἢ  γυναῖκα  ἢ  ἀδελφοὺς  ἢ  γονεῖς  ἢ  τέκνα  ἕνεκεν  τῆς  βασιλείας  τοῦ  Θεοῦ,"
LUK 18:3,"χήρα  δὲ  ἦν  ἐν  τῇ  πόλει  ἐκείνῃ, καὶ  ἤρχετο  πρὸς  αὐτὸν  λέγουσα  Ἐκδίκησόν  με  ἀπὸ  τοῦ  ἀντιδίκου  μου."
LUK 18:30,ὃς  οὐχὶ  μὴ  λάβῃ  πολλαπλασίονα  ἐν  τῷ  καιρῷ  τούτῳ  καὶ  ἐν  τῷ  αἰῶνι  τῷ  ἐρχομένῳ  ζωὴν  αἰώνιον.
